month_date_yyyymm,postal_code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202601,20036,"washington, dc",335000.0,0.0076,-0.1421,40,-0.0361,0.5385,95.0,0.2881,0.044,4,0.0,-0.6667,0,,,0.0,0.0,0.0,8.0,0.3333,3.0,0.1481,0.0319,0.1016,3.0,-0.1429,-0.5714,581.0,-0.0034,-0.0307,621.0,0.0446,-0.0835,958064.0,0.0446,-0.51,43,-0.0337,0.303,0.075,-0.0093,-0.1942,1.0
202601,20004,"washington, dc",460000.0,0.0239,-0.1441,20,-0.1111,0.1111,106.0,0.2848,0.0217,4,0.0,0.0,0,,,0.0,0.0,0.0,4.0,1.0,,0.1429,0.0688,0.1429,4.0,3.0,1.6667,642.0,0.0023,-0.0174,716.0,0.0588,-0.1167,627435.0,0.0058,0.0445,24,0.0,0.2632,0.2,0.1556,0.1167,1.0
202601,20019,"washington, dc",399000.0,0.0166,-0.0233,133,-0.1582,0.0114,77.0,-0.0755,-0.0671,32,0.2308,-0.1579,4,0.0,,0.0162,0.0014,0.0162,24.0,-0.4,-0.3684,0.1067,-0.0483,-0.0342,65.0,0.0156,-0.2818,268.0,-0.0083,-0.124,1315.0,-0.0087,0.0633,397204.0,-0.0002,-0.0342,195,-0.1216,-0.1156,0.4887,0.0837,-0.1995,0.0
202601,20002,"washington, dc",575000.0,-0.08,-0.163,253,-0.0524,-0.1759,69.0,-0.0143,-0.0612,72,1.0,-0.1,0,,-1.0,0.0,0.0,-0.0041,44.0,0.0,-0.2143,0.1183,0.004,-0.0001,64.0,-0.2335,-0.3535,489.0,-0.0071,-0.0123,1354.0,-0.0051,-0.06,668610.0,-0.0295,-0.1561,316,-0.0984,-0.2198,0.253,-0.0598,-0.0695,1.0
202601,20012,"washington, dc",625000.0,0.0,0.1313,46,-0.1238,0.2778,69.0,0.2685,-0.0036,12,-0.1429,-0.3333,0,,,0.0,0.0,0.0,24.0,-0.0769,2.0,0.2892,-0.0218,0.2032,22.0,0.2941,-0.0638,445.0,0.0127,-0.0767,1298.0,0.019,0.2293,662745.0,-0.1011,-0.0077,68,-0.0073,0.1525,0.4783,0.1545,-0.1745,0.0
202601,20018,"washington, dc",600000.0,0.0008,-0.0759,72,-0.0886,0.0992,69.0,-0.1517,-0.0486,20,0.4286,-0.2308,0,-1.0,,0.0,-0.015,0.0,16.0,-0.5,-0.2,0.1368,-0.1264,-0.0448,25.0,0.0638,0.0417,348.0,-0.0004,-0.0476,1678.0,-0.0392,0.0272,710379.0,0.0331,0.0399,99,-0.0341,0.1124,0.3472,0.0498,-0.0192,0.0
202601,20003,"washington, dc",612450.0,-0.0348,-0.0764,104,-0.0235,0.0246,79.0,0.0329,0.1805,36,1.5714,0.2,4,,1.0,0.0226,0.0226,0.0107,16.0,0.1429,-0.2,0.097,0.0028,-0.0275,26.0,-0.2353,0.04,624.0,-0.0549,-0.0575,992.0,-0.0364,0.0081,813079.0,-0.0262,-0.073,129,-0.0753,0.0157,0.25,-0.0692,0.0037,0.0
202601,20017,"washington, dc",574900.0,-0.0415,-0.0313,59,-0.0853,0.0442,73.0,0.1633,0.1103,12,0.0,-0.3333,0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.1333,0.0151,0.0194,19.0,-0.0732,-0.1915,438.0,0.0187,-0.0711,1493.0,-0.0152,0.0653,602745.0,-0.0879,-0.1043,78,-0.0824,-0.0429,0.322,0.0042,-0.0939,0.0
202601,20010,"washington, dc",649450.0,-0.0378,-0.1194,72,-0.2461,-0.2174,75.0,0.1583,0.2397,20,0.4286,-0.3333,0,,-1.0,0.0,0.0,-0.0281,24.0,0.3333,0.5,0.2034,0.0752,0.1019,22.0,0.5714,0.1282,524.0,0.0012,0.0238,1192.0,-0.0862,-0.2236,713645.0,-0.0595,-0.0593,94,-0.1336,-0.1644,0.3056,0.159,0.0936,1.0
202601,20032,"washington, dc",359950.0,0.0284,-0.0484,80,-0.1061,0.2903,89.0,0.1274,0.2598,24,0.2,0.2,0,-1.0,-1.0,0.0,-0.0299,-0.0172,16.0,0.0,0.1429,0.1311,0.0131,0.004,32.0,0.2549,0.1429,220.0,0.0064,-0.1214,1433.0,0.0047,0.0232,326253.0,-0.0165,-0.0485,111,-0.0306,0.2333,0.4,0.1151,-0.0516,0.0
